text	passage	paragraph	offset	before	after	evidence_edition	kind
caesar--bc2	1	6	124	aeceperant	acceperant	perseus--phi0448.phi002.perseus-lat3	replace
caesar--bc2	3	3	770	fumentariae	frumentariae	perseus--phi0448.phi002.perseus-lat3	replace
caesar--bc2	3	5	757	cobortibus	cohortibus	perseus--phi0448.phi002.perseus-lat3	replace
caesar--bc3	8	1	82	auxillo	auxilio	perseus--phi0448.phi002.perseus-lat3	replace
caesar--bc3	8	1	55	catris	castris	perseus--phi0448.phi002.perseus-lat3	replace
caesar--bc3	8	7	1106	Caeaarem	Caesarem	perseus--phi0448.phi002.perseus-lat3	replace
caesar--bellafr	5	3	902	numquae	num quae	perseus--phi0426.phi001.perseus-lat1	split
caesar--bellafr	10	3	44	solli citabatur	sollicitabatur	perseus--phi0426.phi001.perseus-lat1	join
caesar--bellafr	10	5	601	plostris	plaustris	perseus--phi0426.phi001.perseus-lat1	replace
caesar--bellafr	13	8	351	duodetricensimo	duodetricesimo	perseus--phi0426.phi001.perseus-lat1	replace
caesar--gall1	6	2	332	Rhemum	Rhenum	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall2	1	4	120	Belgos	Belgas	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall3	1	7	242	cognoseere	cognoscere	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall4	2	7	60	decrevat	decreverat	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall4	4	1	260	vadii	vadis	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall5	3	7	300	oppugent	oppugnent	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall7	6	6	197	fatrumque	fratrumque	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall7	9	5	673	adorirantur	adorirentur	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall7	12	6	508	praesidus	praesidiis	perseus--phi0448.phi001.perseus-lat2	replace
caesar--gall8	2	4	631	aedificius	aedificiis	perseus--phi0448.phi001.perseus-lat2	replace
caesar--hisp	1	2	202	Pompelo	Pompeio	perseus--phi0430.phi001.perseus-lat1	replace
caesar--hisp	1	4	752	coplis	copiis	perseus--phi0430.phi001.perseus-lat1	replace
caesar--hisp	1	4	74	deducercet	deduceret	perseus--phi0430.phi001.perseus-lat1	replace
caesar--hisp	1	5	59	altitudincem	altitudinem	perseus--phi0430.phi001.perseus-lat1	replace
caesar--hisp	1	6	397	oppugnace	oppugnare	perseus--phi0430.phi001.perseus-lat1	replace
caesar--hisp	3	1	711	nocta	nocte	perseus--phi0430.phi001.perseus-lat1	replace
caesar--hisp	5	2	714	efferen tes	efferentes	perseus--phi0430.phi001.perseus-lat1	join
cato--cato.agri	2	4	100	erito	erit	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	2	7	1548	fabrarium	fabarium	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	3	5	434	bipedis	bipedalis	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	4	6	242	praeligneum	praeliganeum	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	5	3	279	dacinata	deacinata	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	5	10	1305	Viminae	Vimina	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	5	10	293	sementiam	sementim	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	5	10	71	fluxuosa	flexuosa	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	5	11	187	rubicosus	rubricosus	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	5	14	188	vellentur	velluntur	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	6	3	141	ustioni	usioni	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	6	3	92	carboreas	carbones	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	6	6	70	vitariis	vitiariis	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	6	7	558	suculos	surculos	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	6	8	88	scalptro	scalpro	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	6	10	283	stripesque	stirpesque	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	7	12	360	gongios	congios	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	7	13	266	unicuique	uni cuique	perseus--stoa0079.stoa001.perseus-lat1	split
cato--cato.agri	7	13	244	unicuique	uni cuique	perseus--stoa0079.stoa001.perseus-lat1	split
cato--cato.agri	10	10	494	etero	cetero	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	10	11	468	pepurgabit	perpurgabit	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	10	15	197	orcuam	orculam	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	11	8	617	trasserito	transserito	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	11	9	583	meaemactus	meae mactus	perseus--stoa0079.stoa001.perseus-lat1	split
cato--cato.agri	11	13	112	divicat	dividat	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	12	13	9	dueneque	beneque	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	12	36	638	oledum	oleum	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	13	1	693	deligarit	delegarit	perseus--stoa0079.stoa001.perseus-lat1	replace
cato--cato.agri	13	7	483	sonstat	constat	perseus--stoa0079.stoa001.perseus-lat1	replace
catullus	5	39	1770	conuolsus	conuulsus	perseus--phi0472.phi001.perseus-lat2	replace
catullus	6	1	2675	gyminasiis	gymnasiis	perseus--phi0472.phi001.perseus-lat2	replace
catullus	6	1	175	deuolsit	deuoluit	perseus--phi0472.phi001.perseus-lat2	replace
catullus	8	1	1116	iniacta	iniecta	perseus--phi0472.phi001.perseus-lat2	replace
catullus	8	1	620	aereii	aerii	perseus--phi0472.phi001.perseus-lat2	replace
catullus	11	8	110	uestrem	uestrum	perseus--phi0472.phi001.perseus-lat2	replace
catullus	12	18	150	palladior	pallidior	perseus--phi0472.phi001.perseus-lat2	replace
catullus	12	36	70	aruspicium	haruspicium	perseus--phi0472.phi001.perseus-lat2	replace
cicero--acad	1	4	430	manihus	manibus	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	6	1074	qune	quae	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	6	205	philosophium	philosophiam	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	9	665	antiquatatum	antiquitatum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	10	624	edocendorum	edocendum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	10	602	impellandum	impellendum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	11	600	nilil	nihil	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	1	11	426	honestissmam	honestissimam	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	2	4	244	fillum	filium	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	2	5	149	prnestabat	praestabat	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	2	6	870	expetentiarum	expetendarum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	2	6	728	dicibant	dicebant	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	2	10	473	vitue	vitae	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	2	11	335	potilisse	potuisse	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	2	684	qasi	quasi	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	2	565	Gracco	Graeco	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	6	105	Quamqunm	Quamquam	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	6	37	qune	quae	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	7	60	percipcre	percipere	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	8	598	persuadendam	persuadendum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	9	206	pracclare	praeclare	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	10	191	snavis	suavis	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	11	349	auctoritatemquc	auctoritatemque	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	12	60	clissereret	dissereret	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	3	15	251	officim	officium	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	1	129	rollocarent	collocarent	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	1	26	antiquti	antiqui	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	3	379	animomorum	animorum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	5	661	susppcionem	suspicionem	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	7	255	diciplinam	disciplinam	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	9	559	tellebris	tenebris	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	10	786	sustinerctur	sustineretur	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	31	227	aapientis	sapientis	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	4	31	137	asseneus	assensus	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	5	1	1009	temulenlorum	temulentorum	perseus--phi0474.phi045.perseus-lat2	replace
cicero--acad	5	1	58	sapinentis	sapientes	perseus--phi0474.phi045.perseus-lat2	replace
cicero--amic	6	4	232	calamitatuam	calamitatum	perseus--phi0474.phi052.perseus-lat2	replace
cicero--arch	1	6	254	Neopolitani	Neapolitani	perseus--phi0474.phi016.perseus-lat2	replace
cicero--arch	2	1	844	retardit	retardarit	perseus--phi0474.phi016.perseus-lat2	replace
cicero--arch	2	3	775	cognitatione	cogitatione	perseus--phi0474.phi016.perseus-lat2	replace
cicero--arch	2	8	624	repudiabimus	repudiamus	perseus--phi0474.phi016.perseus-lat2	replace
cicero--arch	2	8	148	repondent	respondent	perseus--phi0474.phi016.perseus-lat2	replace
cicero--att1	1	4	1387	eandidatus	candidatus	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	2	17	299	oftensum	offensum	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	2	18	399	des pondeas	despondeas	perseus--phi0474.phi057.perseus-lat1	join
cicero--att1	6	1	283	histrionii	histrionis	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	6	4	2438	mitigabulltur	mitigabuntur	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	6	5	530	antcpono	antepono	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	6	6	622	suarm	suam	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	8	1	461	Faccus	Flaccus	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	8	4	147	auctioritate	auctoritate	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	8	4	62	possmus	possumus	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att1	8	6	318	litterne	litterae	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att12	5	16	41	Jocutus	Locutus	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att14	6	19	874	utivis	ubivis	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att15	4	2	319	Servflia	Servilia	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att15	4	12	96	obsignabitun	obsignabitur	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att2	5	12	388	argitionem	largitionem	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att3	3	7	318	commembrare	commemorare	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att4	3	4	1367	Usinum	Asinum	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att5	1	18	503	qutd	quid	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att7	4	11	1103	interdudendus	intercludendus	perseus--phi0474.phi057.perseus-lat1	replace
cicero--att8	5	3	14	Formano	Formiano	perseus--phi0474.phi057.perseus-lat1	replace
cicero--balbo	7	3	839	acrimis	lacrimis	perseus--phi0474.phi026.perseus-lat2	replace
cicero--brut	2	7	328	difficillumam	difficillimam	perseus--phi0474.phi039.perseus-lat2	replace
cicero--brut	2	13	122	uberrumis	uberrimis	perseus--phi0474.phi039.perseus-lat2	replace
cicero--brut	4	3	98	divi dundo	dividundo	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	10	12	759	fuiss et	fuisset	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	10	16	254	popul ariter	populariter	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	10	18	249	fuiss e	fuisse	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	11	3	256	pra efectus	praefectus	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	11	12	255	nume raverim	numeraverim	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	12	8	254	dicer et	diceret	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	12	9	255	inte llegam	intellegam	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	12	10	256	pig endum	pigendum	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	12	20	258	m odum	modum	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	12	22	514	c aptionis	captionis	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	13	1	450	videreur	videretur	perseus--phi0474.phi039.perseus-lat2	replace
cicero--brut	13	3	512	al iquo	aliquo	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	13	5	257	im becillitatem	imbecillitatem	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	13	11	511	fast idiosior	fastidiosior	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	13	11	255	adnu merabatur	adnumerabatur	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	14	8	257	Su lpicio	Sulpicio	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	14	10	511	pero ravissem	peroravissem	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	14	14	258	c eleritatem	celeritatem	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	14	16	128	avonculum	avunculum	perseus--phi0474.phi039.perseus-lat2	replace
cicero--brut	15	2	507	occider at	occiderat	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	15	16	507	ve rborum	verborum	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	15	17	246	exclamationib us	exclamationibus	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	15	20	257	in ers	iners	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	16	2	258	i psius	ipsius	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	16	10	512	co gnoscendis	cognoscendis	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	16	11	512	imm inuit	imminuit	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	18	2	49	Pu blius	Publius	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	18	6	258	r espondi	respondi	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	19	8	548	dissimillumi	dissimillimi	perseus--phi0474.phi039.perseus-lat2	replace
cicero--brut	21	7	509	conte ntione	contentione	perseus--phi0474.phi039.perseus-lat2	join
cicero--brut	22	3	214	simillumas	simillimas	perseus--phi0474.phi039.perseus-lat2	replace
cicero--brut	22	13	370	uberrumis	uberrimis	perseus--phi0474.phi039.perseus-lat2	replace
cicero--cael	1	7	117	dimanavit	demanavit	perseus--phi0474.phi024.perseus-lat2	replace
cicero--cael	2	1	588	contrarus	contrariis	perseus--phi0474.phi024.perseus-lat2	replace
cicero--cael	3	1	103	Nea politanis	Neapolitanis	perseus--phi0474.phi024.perseus-lat2	join
cicero--cael	5	6	396	nihihne	nihilne	perseus--phi0474.phi024.perseus-lat2	replace
cicero--cael	8	1	251	instituimur	instruimur	perseus--phi0474.phi024.perseus-lat2	replace
cicero--cat1	1	3	18	amplissumus	amplissimus	perseus--phi0474.phi013.perseus-lat2	replace
cicero--cat3	1	4	594	timuenda	timenda	perseus--phi0474.phi013.perseus-lat2	replace
cicero--cat3	2	3	224	ob stupuerant	obstupuerant	perseus--phi0474.phi013.perseus-lat2	join
cicero--cat4	2	3	543	acerbissumum	acerbissimum	perseus--phi0474.phi013.perseus-lat2	replace
cicero--cat4	2	3	117	Glabinium	Gabinium	perseus--phi0474.phi013.perseus-lat2	replace
cicero--cat4	2	5	217	transigunda	transigenda	perseus--phi0474.phi013.perseus-lat2	replace
cicero--cat4	2	6	724	defendundae	defendendae	perseus--phi0474.phi013.perseus-lat2	replace
cicero--cluentio	1	2	1211	crimibus	criminibus	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	1	2	1171	oporter	oportere	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	2	3	928	reticeri	reticere	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	3	3	1688	delinitam	delenitam	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	3	6	1201	pulicae	publicae	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	5	1	1499	ventua	ventura	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	6	1	193	puganvi	pugnavi	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	6	3	645	defensioribus	defensoribus	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	7	5	1466	reddundam	reddendam	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	7	5	544	iudicales	iudicialis	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	14	3	659	praetereundem	praetereundum	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	15	3	1456	reptundis	repetundis	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	16	2	1396	prosciptionis	proscriptionis	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	20	1	15	triennum	triennium	perseus--phi0474.phi010.perseus-lat2	replace
cicero--cluentio	21	1	995	labefactere	labefactare	perseus--phi0474.phi010.perseus-lat2	replace
cicero--deio	1	9	597	proelus	proeliis	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	2	3	49	suspitiose	suspiciose	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	2	6	227	homiuis	hominis	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	3	1	167	suppliciu	supplici	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	3	4	119	deponendorum	ponendorum	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	3	5	850	aulla	nulla	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	3	9	630	praeterrnissus	praetermissus	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	4	1	466	monimentisque	monumentisque	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	4	3	28	Deiotnri	Deiotari	perseus--phi0474.phi034.perseus-lat2	replace
cicero--deio	4	4	345	denegavisti	denegasti	perseus--phi0474.phi034.perseus-lat2	replace
cicero--divinatione1	1	4	700	plurumisque	plurimisque	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	2	5	119	guttere	gutture	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	2	6	38	ementientia	mentientia	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	2	9	74	aÎre	are	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	2	12	48	fioreat	floreat	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	2	19	455	fiammis	flammis	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	4	1	356	defiagravisset	deflagravisset	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	4	3	1055	oraclorum	oraculorum	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	4	3	669	Atheniensibu	Atheniensibus	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	4	4	107	configendis	colligendis	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	5	9	455	esso	esse	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	6	3	34	creberrume	creberrime	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	6	5	1024	eneeta	enecta	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	7	1	504	infiationem	inflationem	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	7	5	26	praesagatio	praesagitio	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	7	13	1352	babuit	habuit	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	7	13	291	posata	posita	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	8	1	590	siliere	silere	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	8	2	1245	desiderint	desederint	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	9	1	322	sapientissumi	sapientissimi	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	9	1	297	phdosophi	philosophi	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	9	4	191	bonoravit	honoravit	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	9	5	803	lamidarum	iamidarum	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	9	6	1249	fecundidatem	fecunditatem	perseus--phi0474.phi053.perseus-lat2	replace
cicero--divinatione1	9	6	653	exercitatissumi	exercitatissimi	perseus--phi0474.phi053.perseus-lat2	replace
